QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
819,S01E24,1728,2175,why did the swaddle run into the wall,because nibbles was running inside the swaddle,because jerry awakened nibbles and nibbles could not see anything inside the swaddle
820,S01E24,2320,2660,why did nibbles point to his mouth,because nibbles was hungry ,nibbles wanted to drink milk
821,S01E24,2358,2875,why was jerry smiling,jerry was happy to see tom's milk,jerry was happy to find milk to feed nibbles.
822,S01E24,2818,3475,why did jerry hang nibbles on the wall,because jerry wanted to stop nibbles to go outside,because nibbles kept trying to go outside for three times and wanted to drink tom's milk but jerry wanted to get milk for nibbles by himself
823,S01E24,3554,3687,why did jerry jump up,jerry was shocked ,jerry was shocked to see nibbles come outside
824,S01E24,3675,3867,why did tom wake up,nibbles inflict pain on tom,nibbles was pulling tom's whisker to keep balance and prevent himself from falling from the edge of the milk bowl
825,S01E24,3867,3977,why was tom splashed with milk,because jerry and nibbles dived into the milk bowl and made a splash,jerry wanted to hide in the milk bowl from tom
826,S01E24,4101,4400,why was nibbles inside tom's mouth,tom's tongue pulled nibbles into tom's mouth,tom was drinking milk while nibbles was hiding in the milk bowl and Tom's tongue pulled Nibbles into Tom's mouth.
827,S01E24,4182,4430,why did jerry open tom's mouth,nibbles was inside tom's mouth,jerry wanted to save nibbles who was inside Tom's mouth.
828,S01E24,4476,4609,why did nibbles lift jerry up,nibbles wanted to lift jerry to run away from tom,nibbles was running faster than jerry
829,S01E24,4468,4710,why did nibbles pull jerry inside the hole,jerry hit the wall and jerry was stunned,tom was chasing jerry and nibbles wanted to save jerry 
830,S01E24,4808,5151,why did jerry connect the straws,because jerry wanted to make straw longer ,because jerry wanted nibbles to drink milk with the straw inside home
831,S01E24,5018,5380,why was nibbles sucked through the straw,because tom was inhaling from another side of straw,tom wanted to catch nibbles
832,S01E24,5380,5635,why did jerry blow through the straw,jerry wanted to get nibbles out of the straw,jerry wanted to save nibbles from being eaten by tom
833,S01E24,5635,5799,why was jerry caught by tom,because jerry ran into the wall,because jerry was running back home and tom changed the place of the hole to make jerry run into the wall
834,S01E24,5799,6008,why did tom loosen the grip of jerry,because tom felt painful and jumped up,because nibbles beat tom's tail with a hammer to save jerry
835,S01E24,6008,6253,why did jerry stop in front of the milk bowl,because jerry wanted to let nibbles drink milk and spray milk on tom's face,jerry wanted to spray milk on tom's face and run away from tom
836,S01E24,6334,6915,why did jerry smear himself with polish,because jerry wanted to disguise himself,because jerry wanted to trick tom and run away from tom
837,S01E24,6915,7117,why did tom start to chase nibbles,tom realised that tom was tricked by the disguise of nibbles,nibbles' diaper fell and exposed the real color of nibbles which made tom realise that tom had been tricked
838,S01E24,7107,7258,why did jerry whistle,jerry wanted to attract nibbles' attention,jerry wanted to beat tom with the pan
839,S01E24,7479,7817,why did jerry stop running ,jerry wanted nibbles to use the pan to beat tom,because nibbles used the pan to beat jerry twice and jerry wanted to avoid being beaten by nibbles again
840,S01E24,7817,8153,why did tom take the glass,tom wanted to trap jerry inside the glass,tom wanted to catch jerry
841,S01E24,8153,8391,why did tom put books over the glass,tom wanted to trap jerry,tom wanted to catch nibbles and trap jerry to avoid jerry from saving nibbles
842,S01E24,8602,8819,why did nibbles stop running ,nibbles wanted to hide behind the milk bowl,nibbles wanted to drink milk
843,S01E24,8777,9025,why did tom look surprised,tom found nothing in tom's hands ,tom did not expect that nibbles could escape from tom's hands
844,S01E24,8831,9130,why did tom's tail become bare,tom shot to tom's tail,nibbles hid in the fur of tom's tail and tom wanted to shoot nibbles
845,S01E24,9342,9552,why did the bottle break,jerry broke the bottle to escape ,jerry wanted to save nibbles from being beaten by tom
846,S01E24,9376,9852,why did tom try to hide the swatter,tom felt guilty to use the swatter to beat nibbles,tom was afraid of jerry that got annoyed by tom
847,S01E24,9757,9893,why did tom become yellow,tom was shocked and scared,Tom was frightened after jerry shouted and became stronger.
848,S01E24,9936,10411,why did tom feed milk to nibbles?,because jerry was monitoring tom ,because tom was beaten hardly by jerry and tom was afraid of  jerry 
849,S01E25,629,729,Why was Jerry running?,Jerry was running away from Tom.,Tom was chasing and trying to eat Jerry so Jerry was running to avoid getting caught and eaten by Tom
850,S01E25,796,830,Why did Jerry stick his tongue out?,Jerry wanted to taunt Tom,Jerry was running faster than Tom so Jerry stuck his tongue out to taunt Tom
851,S01E25,847,934,Why did Jerry hit Tom with the wooden board?,Jerry wanted to hurt Tom,Tom was stuck under the couch so Jerry took the opportunity to hit Tom with the wooden board
852,S01E25,936,1003,Why did Jerry run into the hole?,Jerry wanted to hide from Tom,Tom was chasing Jerry so Jerry ran into the hole to hide from Tom to avoid being eaten by Tom
853,S01E25,936,1128,Why did Tom put a dynamite in the hole?,Tom wanted to hurt Jerry,Tom knew that Jerry was in the hole so Tom put a dynamite into the hole to try to blow Jerry up and hurt Jerry
854,S01E25,1012,1131,Why did Jerry run?,Jerry wanted to avoid getting hurt,Jerry had lit a dynamite right behind Tom and did not want to get blown up by it as well so Jerry ran away
855,S01E25,1185,1253,Why did Tom suddenly stop chasing Jerry?,Tom was confused,Jerry suddenly stopped and held a dust pan which made Tom confused and stop chasing Jerry
856,S01E25,1230,1419,Why did Tom snatch the dust pan from Jerry?,Tom wanted to hurt Jerry,Tom snatched the dust pan from Jerry to try to hit Jerry with the dustpan and hurt Jerry
857,S01E25,1300,1536,Why did Jerry hold the dust pan down?,Jerry wanted to stop Tom from hitting Jerry with the dustpan.,Jerry held the dust pan down because Jerry knew that Tom would try to lift it up and Jerry could let it go and make Tom hurt himself
858,S01E25,1551,1587,Why did Jerry run into the hole?,Jerry wanted to hide from Tom,Tom was chasing Jerry so Jerry ran into the hole to hide from Tom to avoid being caught and eaten by Tom
859,S01E25,1551,1655,Why was Jerry flicking Tom's lips?,Jerry was trying to humiliate Tom,Tom got stuck in the hole trying to chase Jerry so Jerry took this as an opportunity to humiliate Tom by flicking Tom's lips since Tom could not do anything
860,S01E25,1551,1785,Why was Tom panting?,Tom was really tired,Tom was tired from trying to get out of the hole that he was stuck in.
861,S01E25,1551,1914,Why did Tom have an angry expression?,Jerry humiliated Tom while Tom was stuck,"When Tom got stuck in the hole, Jerry humiliated Tom by playing with Tom's lips so Tom was angry at Jerry"
862,S01E25,1945,2507,Why was Tom using the phone?,Tom was calling the mouse exterminator,Tom found a page in the yellow book with the number of a mouse exterminator so Tom called it for help in catching Jerry
863,S01E25,2033,2571,Why did Jerry gulp?,Jerry was scared.,Jerry saw Tom calling the mouse exterminator on the phone and asking for help so Jerry got afraid and gulped
864,S01E25,2033,2780,Why did Tom open the door?,Tom wanted to let Butch in,Tom called Butch to help catch Jerry and Butch was in front of the door so Tom opened the door to let Butch in to help Tom
865,S01E25,2845,3088,Why did Butch take off the gloves?,Butch wanted to wash his hands,Butch took off the gloves to wash his hands and prepare for the exterminator job.
866,S01E25,2979,3156,Why did Butch wipe his hands on the curtain?,Butch wanted to dry his hands,Butch's hands were wet after Butch washed them so Butch wiped them against the curtains to dry them
867,S01E25,3168,3754,Why did Butch paint the screw nut?,Butch wanted to disguise the screw nut as cheese,Butch painted the screw nut in order to make it look like cheese to trick Jerry
868,S01E25,3168,3836,Why was Butch happy?,Jerry fell for Butch's trap,Butch made the screw nut look like cheese to trick Jerry into eating it and Butch heard Jerry eat it so Butch was happy that it worked
869,S01E25,3168,4021,Why did Butch take out a magnet?,Butch wanted to catch Jerry,Butch made Jerry eat the screw nut disguised as cheese so Butch took out the magnet to attract the screw nut in Jerry's stomach to catch Jerry
870,S01E25,3168,4092,Why was Tom smiling?,Tom was happy.,Tom was happy that Butch caught Jerry.
871,S01E25,4109,4197,Why did Tom turn away and cover his eyes?,Tom did not want to watch Butch kill Jerry,Butch was about to kill Jerry using the axe and Tom did not want to watch since it was too gruesome so Tom turned away
872,S01E25,4109,4220,Why did Jerry look surprised?,Jerry saw Butch holding an axe above him.,Jerry was shocked to see Butch holding an axe and realised that Jerry was about to be killed.
873,S01E25,2033,4267,Why did Butch take out an axe?,Butch wanted to kill Jerry,Butch took out the axe to kill Jerry since Tom called Butch to exterminate Jerry
874,S01E25,4109,4326,Why did Jerry pull Tom's tail?,Jerry wanted to avoid being hurt,Jerry was about to get hit by Butch's axe so Jerry pulled Tom's tail to switch himself out with Tom's tail so that Jerry doesn't get hurt
875,S01E25,4109,4305,Why was Tom screaming?,Butch hit Tom's tail with an axe,Jerry put Tom's tail in the way of the axe and escaped before Butch swung the axe down and Butch ended up hurting Tom instead
876,S01E25,4109,4326,Why was Butch confused?,Butch did not know why Tom was in pain,Butch thought he hit Jerry with the axe and did not know that Jerry put Tom's tail there and escaped so Butch was confused
877,S01E25,4109,4390,Why was Butch angry?,Jerry escaped from Butch,Butch was about to finish the job of killing Jerry but Jerry escaped from Butch which made Butch angry
878,S01E25,4310,4389,Why did Jerry run into the hole?,Jerry wanted to hide from Butch,Jerry took the chance while Butch was distracted to run away into the hole to get away from Butch.
879,S01E25,4382,4505,Why did Butch put his ears against the wall?,Butch wanted to know where Jerry was,Butch put his ears against the wall to hear where Jerry exactly was to know which part of the wall to screw to pin Jerry
880,S01E25,4382,4546,Why was Jerry surprised?,Jerry did not expect to be pinned by the screw,Jerry did not expect a screw to screw through the wall and pin Jerry so Jerry was surprised when it happened
881,S01E25,4382,4745,Why did Jerry put the wires onto the screw?,Jerry wanted to electrocute the screw cause it to spin.,Jerry wanted to spin the screw so that Butch would release the screw on Jerry.
882,S01E25,4779,4895,Why was Tom and Butch pumping gas into the hole?,Tom and Butch were trying to hurt Jerry,Tom and Butch were trying to gas Jerry to get Jerry to come out of the hole.
883,S01E25,4928,5226,Why did Butch slap Tom?,Butch was mad at Tom.,Butch was mad at Tom for not realising that Jerry was in the gas mask walking away
884,S01E25,4928,5232,Why was Butch surprised?,Butch just realised that Jerry was walking away,Butch suddenly recognised that the person in the gas mask was Jerry and that Jerry was escaping
885,S01E25,5202,5320,Why was Jerry surprised?,Jerry saw Tom and Butch running towards him,Jerry was taunting Tom and Butch and just realised that Tom and Butch were chasing him which surprised him
886,S01E25,5202,5361,Why was Jerry running?,Jerry wanted to avoid getting caught by Tom and Butch,Tom and Butch were running after Jerry trying to catch Jerry so Jerry was running away to avoid getting caught
887,S01E25,5294,5467,Why did Jerry pick up the iron?,Jerry wanted to hurt Tom and Butch,Tom and Butch were chasing Jerry so Jerry picked up the iron to make Tom and Butch run into the iron and get hurt
